Object Number,Mnemonic,Classification,Artist,Alpha Sort,Title Sort,Date,Begin Date,Medium,Dimensions,Extended Medium,Credit Line
31.574,PC,Drawings,Katherine Schmidt,Schmidt Katherine,Quince in Bowl,1925,1925,Graphite pencil and watercolor on paper,Sheet: 10 1/2 x 13 5/16in. (26.7 x 33.8 cm),,Purchase
31.575,PC,Drawings,Everett Shinn,Shinn Everett,Nude Bending,1907,1907,Fabricated chalk on paper,Sheet: 12 9/16 x 16 5/16in. (31.9 x 41.4 cm),Red fabricated chalk on paper,Gift of Gertrude Vanderbilt Whitney
31.576,PC,Drawings,Raphael Soyer,Soyer Raphael,Sleeping Girl,(c. 1925),1920,Graphite pencil on paper,Sheet (Irregular): 20 3/16 x 15 1/16in. (51.3 x 38.3 cm),,Purchase
31.577a-b,PC,Drawings,Eugene Speicher,Speicher Eugene,Bending Figure,-1921,1921,"Pen and ink, brush and ink, and graphite pencil on paper (recto); Graphite pencil on paper (verso);",Sheet (Irregular): 11 13/16 x 8 13/16in. (30 x 22.4 cm),,Gift of Gertrude Vanderbilt Whitney
31.578,PC,Drawings,Eugene Speicher,Speicher Eugene,Head of a Girl,-1929,1929,Graphite pencil on prepared paper,Sheet: 13 5/16 x 12 3/16in. (33.8 x 31 cm),,Purchase
31.579,PC,Drawings,Eugene Speicher,Speicher Eugene,Nude,-1921,1921,Wax crayon on paper,Sheet: 13 1/2 x 11in. (34.3 x 27.9 cm),,Gift of Gertrude Vanderbilt Whitney
31.580a-b,PC,Drawings,Eugene Speicher,Speicher Eugene,Portrait,-1928,1928,Charcoal on paper (recto and verso),Sheet (Irregular): 13 5/16 x 11 1/2in. (33.8 x 29.2 cm),,Gift of Gertrude Vanderbilt Whitney
31.581,PC,Drawings,Joseph Stella,Stella Joseph,Louis Eilshemius,(c. 1920),1915,Metalpoint on paper,Sheet: 28 7/16 x 21 15/16in. (72.2 x 55.7 cm),,Gift of Gertrude Vanderbilt Whitney
31.582,PC,Drawings,Tom Webster,Webster Tom,Dainty Angie,(1920s),1920,"Pen and ink, brush and ink, and wash on paper",Sheet (Irregular): 15 5/16 x 11in. (38.9 x 27.9 cm),,Purchase
31.583,PC,Drawings,Mahonri M. Young,Young Mahonri M.,Girl Dressing,(c. 1911),1906,Charcoal and pastel on paper,Sheet (Irregular): 17 1/2 x 11 1/4in. (44.5 x 28.6 cm),,Purchase
31.584,PC,Drawings,William Zorach,Zorach William,Portrait of Hunt Diederich,1920,1920,Graphite pencil on paper,Sheet: 14 1/16 x 10 1/4in. (35.7 x 26 cm),,Purchase
31.586,PC,Drawings,Julius Bloch,Bloch Julius,Gossip,1930,1930,"Watercolor, and pen and brown ink on paper",Sheet (Irregular): 15 1/4 x 11 1/4in. (38.7 x 28.6 cm),,Purchase
31.587,PC,Drawings,Julius Bloch,Bloch Julius,Rooms to Let,-1930,1930,Watercolor and pen and ink on paper,Sheet (Irregular): 15 1/16 x 11 1/8in. (38.3 x 28.3 cm),,Purchase
31.588,PC,Drawings,Emil Holzhauer,Holzhauer Emil,Girl Resting,1931,1931,Watercolor and graphite pencil on paper,Sheet (Irregular): 15 1/2 x 22 1/2in. (39.4 x 57.2 cm),,Purchase
31.589,PC,Drawings,John Marin,Marin John,"Deer Isle, Maine",1923,1923,Watercolor and charcoal on paper,Sheet: 17 5/8 x 14in. (44.8 x 35.6 cm),,Purchase
31.59,PC,Drawings,William Zorach,Zorach William,Brooklyn Bridge,-1928,1928,Watercolor and charcoal on paper,Sheet: 15 3/8 x 22 5/16in. (39.1 x 56.7 cm),,Purchase
31.591,PC,Drawings,William Zorach,Zorach William,"Blue Water, Maine",-1930,1930,Watercolor and brush and ink on paper,Sheet (Irregular): 15 1/16 x 22in. (38.3 x 55.9 cm),,Purchase
31.592,PC,Drawings,Rosella Hartman,Hartman Rosella,Landscape,-1930,1930,Pen and ink on paper,Sheet: 18 5/16 x 23 5/16in. (46.5 x 59.2 cm),,Purchase
31.593,PC,Prints,Peggy Bacon,Bacon Peggy,Help!,1927,1927,Drypoint,"Sheet: 15 3/8 x 11 5/16in. (39.1 x 28.7 cm)
Plate: 9 15/16 x 7 7/8in. (25.2 x 20 cm)",,Purchase
31.594,PC,Prints,Peggy Bacon,Bacon Peggy,Heywood Broun,1930,1930,Lithograph,"Sheet: 16 x 20 1/4in. (40.6 x 51.4 cm)
Image: 10 7/8 x 15 5/16in. (27.6 x 38.9 cm)",,Purchase
31.595,PC,Prints,Peggy Bacon,Bacon Peggy,The Patroness,1927,1927,Drypoint,"Sheet (Irregular): 17 3/8 x 11 5/8in. (44.1 x 29.5 cm)
Plate: 9 15/16 x 7 15/16in. (25.2 x 20.2 cm)",,Purchase
31.596,PC,Prints,Peggy Bacon,Bacon Peggy,The Whitney Studio Club,-1925,1925,Drypoint,"Sheet (Irregular): 9 1/16 x 11 1/8in. (23 x 28.3 cm)
Plate: 5 13/16 x 9in. (14.8 x 22.9 cm)",,Gift of Gertrude Vanderbilt Whitney
31.597,PC,Prints,Gifford R. Beal,Beal Gifford R.,Circus Tent,-1928,1928,Drypoint,"Sheet (Irregular): 11 9/16 x 16 7/8in. (29.4 x 42.9 cm)
Plate: 7 7/8 x 9 7/8in. (20 x 25.1 cm)",,Purchase
31.598,PC,Prints,Gifford R. Beal,Beal Gifford R.,Hauling Nets,-1930,1930,Drypoint,"Sheet: 11 1/8 x 17 3/8in. (28.3 x 44.1 cm)
Plate: 7 1/4 x 14 1/4in. (18.4 x 36.2 cm)",,Purchase
31.601,PC,Prints,Gifford R. Beal,Beal Gifford R.,Tanning the Nets,-1928,1928,Drypoint,"Sheet (Irregular): 10 1/16 x 16 7/8in. (25.6 x 42.9 cm)
Plate: 7 1/8 x 14 3/8in. (18.1 x 36.5 cm)",,Purchase
31.602,PC,Prints,George Bellows,Bellows George,Dance in a Madhouse,-1917,1917,Lithograph,"Sheet (Irregular): 22 11/16 x 26 1/8in. (57.6 x 66.4 cm)
Image: 18 1/2 x 24 3/16in. (47 x 61.4 cm)",,Purchase
31.603,PC,Prints,George Bellows,Bellows George,The Sawdust Trail,-1917,1917,Lithograph,"Sheet: 28 1/8 x 22 5/16in. (71.4 x 56.7 cm)
Image: 25 1/2 x 19 7/8in. (64.8 x 50.5 cm)",,Purchase
31.604,PC,Prints,Thomas Hart Benton,Benton Thomas Hart,Express Train,(c. 1927),1927,Lithograph,"Sheet: 18 1/2 x 29 5/8in. (47 x 75.2 cm)
Image: 12 1/4 x 23 3/8in. (31.1 x 59.4 cm)",,Purchase
31.606,PC,Prints,Pamela Bianco,Bianco Pamela,Zinnias,1927,1927,Lithograph,"Sheet: 14 1/2 x 9 11/16in. (36.8 x 24.6 cm)
Image: 11 7/16 x 6 7/8in. (29.1 x 17.5 cm)",,Gift of Gertrude Vanderbilt Whitney
31.607,PC,Prints,Julius Bloch,Bloch Julius,After Sundown,-1930,1930,Lithograph,"Sheet: 13 1/4 x 17 7/8in. (33.7 x 45.4 cm)
Image: 9 5/8 x 13 1/4in. (24.4 x 33.7 cm)",,Purchase
31.608,PC,Prints,Julius Bloch,Bloch Julius,Artists,1930,1930,Lithograph,"Sheet (Irregular): 12 3/4 x 16 9/16in. (32.4 x 42.1 cm)
Image: 9 3/8 x 12 1/4in. (23.8 x 31.1 cm)",,Purchase
31.609,PC,Prints,Julius Bloch,Bloch Julius,Patroness of the Arts,-1929,1929,Lithograph,"Sheet: 16 x 11 1/2in. (40.6 x 29.2 cm)
Image: 10 x 8 1/4in. (25.4 x 21 cm)",,Purchase
31.61,PC,Prints,Julius Bloch,Bloch Julius,Resting,1930,1930,Lithograph,"Sheet: 13 1/2 x 17 11/16in. (34.3 x 44.9 cm)
Image: 9 1/2 x 13 1/8in. (24.1 x 33.3 cm)",,Purchase
31.611,PC,Prints,Julius Bloch,Bloch Julius,Tired Travelers,-1929,1929,Lithograph,"Sheet: 11 1/2 x 16in. (29.2 x 40.6 cm)
Image: 10 3/16 x 12in. (25.9 x 30.5 cm)",,Purchase
31.612,PC,Prints,Fiske Boyd,Boyd Fiske,Apartment Houses,1926,1926,Etching,"Sheet (Irregular): 9 1/2 x 12 3/8in. (24.1 x 31.4 cm)
Plate: 5 15/16 x 6 7/8in. (15.1 x 17.5 cm)",,Purchase
31.613,PC,Prints,Fiske Boyd,Boyd Fiske,New York,1923,1923,Etching,"Sheet: 10 5/8 x 8 5/8in. (27 x 21.9 cm)
Plate: 9 7/8 x 7 7/8in. (25.1 x 20 cm)",,Purchase
31.614,PC,Prints,Fiske Boyd,Boyd Fiske,New York Harbor,1926,1926,Etching,"Sheet: 8 7/16 x 14 1/16in. (21.4 x 35.7 cm)
Plate: 3 7/8 x 8 7/8in. (9.8 x 22.5 cm)",,Purchase
31.616,PC,Prints,Alexander Brook,Brook Alexander,A Print Maker,-1928,1928,Lithograph,"Sheet (Irregular): 11 1/2 x 15 7/8in. (29.2 x 40.3 cm)
Image: 8 1/2 x 10 5/8in. (21.6 x 27 cm)",,Gift of Juliana Force
31.617,PC,Prints,Andrew Butler,Butler Andrew,Kansas,1929,1929,Etching and drypoint,"Sheet (Irregular): 11 1/2 x 15 9/16in. (29.2 x 39.5 cm)
Plate: 7 15/16 x 9 7/8in. (20.2 x 25.1 cm)",,Purchase
31.618,PC,Prints,Andrew Butler,Butler Andrew,The Siding,1930,1930,Etching,"Sheet (Irregular): 11 9/16 x 17in. (29.4 x 43.2 cm)
Plate: 6 15/16 x 8 15/16in. (17.6 x 22.7 cm)",,Purchase
31.656.1,PC,Prints,Randall Davey,Davey Randall,Cows Drinking,-1921,1921,Etching,"Sheet (Irregular): 6 x 8 1/16in. (15.2 x 20.5 cm)
Plate: 4 5/16 x 5 13/16in. (11 x 14.8 cm)",,Gift of Gertrude Vanderbilt Whitney
31.656.1-10,PC,Prints,Randall Davey,Davey Randall,Ten Etchings Made in New Mexico,-1921,1921,See individual records. Portfolio of ten etchings.,See individual records,Portfolio of 10 etchings,Gift of Gertrude Vanderbilt Whitney
31.656.2,PC,Prints,Randall Davey,Davey Randall,Girl by a Brook,-1921,1921,Etching,"Sheet (Irregular): 5 3/4 x 7 13/16in. (14.6 x 19.8 cm)
Plate: 4 3/8 x 5 3/4in. (11.1 x 14.6 cm)",,Gift of Gertrude Vanderbilt Whitney
31.656.3,PC,Prints,Randall Davey,Davey Randall,Hopi Snake Dance,-1921,1921,Etching,"Sheet (Irregular): 7 1/8 x 10 9/16in. (18.1 x 26.8 cm)
Plate: 5 1/8 x 7 3/8in. (13 x 18.7 cm)",,Gift of Gertrude Vanderbilt Whitney
31.656.4,PC,Prints,Randall Davey,Davey Randall,Horse Race,-1921,1921,Etching,"Sheet (Irregular): 7 3/4 x 11 3/16in. (19.7 x 28.4 cm)
Plate: 5 3/16 x 7 1/2in. (13.2 x 19.1 cm)",,Gift of Gertrude Vanderbilt Whitney
31.656.5,PC,Prints,Randall Davey,Davey Randall,New Mexico Landscape,-1921,1921,Etching,"Sheet: 7 3/8 x 10 5/16in. (18.7 x 26.2 cm)
Plate: 5 1/8 x 7 7/16in. (13 x 18.9 cm)",,Gift of Gertrude Vanderbilt Whitney
31.656.6,PC,Prints,Randall Davey,Davey Randall,Nude,-1921,1921,Etching,"Sheet (Irregular): 6 1/16 x 8 7/16in. (15.4 x 21.4 cm)
Plate: 4 5/16 x 5 3/4in. (11 x 14.6 cm)",,Gift of Gertrude Vanderbilt Whitney
31.656.7,PC,Prints,Randall Davey,Davey Randall,Penitentes,-1921,1921,Etching,"Sheet (Irregular): 7 5/16 x 10 3/16in. (18.6 x 25.9 cm)
Plate: 5 1/8 x 7 7/16in. (13 x 18.9 cm)",,Gift of Gertrude Vanderbilt Whitney
31.656.8,PC,Prints,Randall Davey,Davey Randall,Penitentes Whipping,-1921,1921,Etching,"Sheet (Irregular): 7 9/16 x 10 3/4in. (19.2 x 27.3 cm)
Plate: 5 1/16 x 7 3/8in. (12.9 x 18.7 cm)",,Gift of Gertrude Vanderbilt Whitney
31.656.9,PC,Prints,Randall Davey,Davey Randall,Santa Fe River,-1921,1921,Etching,"Sheet (Irregular): 5 3/4 x 7 5/8in. (14.6 x 19.4 cm)
Plate: 4 5/16 x 5 3/4in. (11 x 14.6 cm)",,Gift of Gertrude Vanderbilt Whitney
31.656.10,PC,Prints,Randall Davey,Davey Randall,Wild Horses - Cowboy's Reunion,-1921,1921,Etching,"Sheet (Irregular): 7 5/16 x 13 1/8in. (18.6 x 33.3 cm)
Plate: 5 1/8 x 7 7/16in. (13 x 18.9 cm)",,Gift of Gertrude Vanderbilt Whitney
31.662,PC,Prints,Randall Davey,Davey Randall,The Model,1917,1917,Etching,"Sheet (Irregular): 15 9/16 x 11 5/16in. (39.5 x 28.7 cm)
Plate: 4 1/2 x 3 1/2in. (11.4 x 8.9 cm)",,Gift of Gertrude Vanderbilt Whitney
31.665,PC,Prints,Randall Davey,Davey Randall,Portrait,1917,1917,Etching,"Sheet (Irregular): 15 1/2 x 11 5/8in. (39.4 x 29.5 cm)
Plate: 5 5/8 x 4 3/8in. (14.3 x 11.1 cm)",,Gift of Gertrude Vanderbilt Whitney
31.668,PC,Prints,Arthur B. Davies,Davies Arthur B.,Uprising,(1923-1924),1923,Etching and aquatint,"Sheet: 9 3/16 x 12 3/16in. (23.3 x 31 cm)
Plate: 5 7/8 x 8 13/16in. (14.9 x 22.4 cm)",Color soft-ground etching and aquatint,Purchase
31.67,PC,Prints,Guy Pène Du Bois,Du Bois Guy Pène,Man and Girl,1919,1919,Etching,"Sheet: 13 7/8 x 10 15/16in. (35.2 x 27.8 cm)
Plate: 6 7/8 x 6in. (17.5 x 15.2 cm)",,Purchase
31.674,PC,Prints,Emil Ganso,Ganso Emil,Hilda #2,(c. 1930),1930,"Drypoint, etching, and aquatint","Sheet (Irregular): 11 13/16 x 12 3/8in. (30 x 31.4 cm)
Plate: 6 1/4 x 6 15/16in. (15.9 x 17.6 cm)",,Purchase
31.676,PC,Prints,Emil Ganso,Ganso Emil,Paris Night,-1930,1930,"Etching, aquatint, and drypoint","Sheet (Irregular): 17 7/8 x 14 7/8in. (45.4 x 37.8 cm)
Plate: 14 13/16 x 11 1/8in. (37.6 x 28.3 cm)","Etching, aquatint, soft-ground, and drypoint",Gift of Juliana Force
31.677,PC,Prints,Emil Ganso,Ganso Emil,Quincy-Segy,-1929,1929,Etching and aquatint,"Sheet (Irregular): 11 7/16 x 17 5/8in. (29.1 x 44.8 cm)
Plate: 8 7/8 x 11 3/4in. (22.5 x 29.9 cm)",,Purchase
31.678,PC,Prints,Emil Ganso,Ganso Emil,"Quincy-Segy, Winter",-1929,1929,Aquatint and etching,"Sheet (Irregular): 10 3/8 x 12 1/8in. (26.4 x 30.8 cm)
Plate: 7 3/4 x 9 7/8in. (19.7 x 25.1 cm)",,Gift of Gertrude Vanderbilt Whitney
31.684,PC,Prints,Thomas Handforth,Handforth Thomas,Sfax,n.d.,0,Etching,"Sheet: 11 1/8 x 14 15/16in. (28.3 x 37.9 cm)
Plate: 8 5/8 x 11 3/8in. (21.9 x 28.9 cm)",,Purchase
31.685,PC,Prints,George Overbury (Pop) Hart,Hart George Overbury (Pop),Bathers,-1925,1925,Drypoint,"Sheet: 15 1/8 x 13 1/16in. (38.4 x 33.2 cm)
Plate: 9 7/8 x 7 13/16in. (25.1 x 19.8 cm)",,Gift of Gertrude Vanderbilt Whitney
31.689,PC,Prints,Harry Hering,Hering Harry,Boat Houses,-1931,1931,Etching,"Sheet (Irregular): 11 1/8 x 15 13/16in. (28.3 x 40.2 cm)
Plate: 6 13/16 x 8 15/16in. (17.3 x 22.7 cm)",,Gift of Gertrude Vanderbilt Whitney
31.69,PC,Prints,Edward Hopper,Hopper Edward,American Landscape,-1920,1920,Etching,"Sheet (Irregular): 13 3/8 x 18 1/4in. (34 x 46.4 cm)
Plate: 7 5/16 x 12 5/16in. (18.6 x 31.3 cm)",,Purchase
31.691,PC,Prints,Edward Hopper,Hopper Edward,Night Shadows,-1921,1921,Etching,"Sheet (irregular): 9 5/8 x 11in. (24.4 x 27.9 cm)
Plate: 6 7/8 x 8 1/4in. (17.5 x 21 cm)",,Gift of Gertrude Vanderbilt Whitney
31.692,PC,Prints,Edward Hopper,Hopper Edward,The Locomotive,-1923,1923,Etching,"Sheet (Irregular): 13 1/2 x 16 1/8in. (34.3 x 41 cm)
Plate: 7 7/8 x 9 7/8in. (20 x 25.1 cm)",,Purchase
31.694.1,PC,Prints,Earl Horter,Horter Earl,The Dark Tower,-1919,1919,Etching,"Sheet (Irregular): 17 5/8 x 13 3/16in. (44.8 x 33.5 cm)
Plate: 6 x 4 13/16in. (15.2 x 12.2 cm)",,Gift of Gertrude Vanderbilt Whitney
31.694.1-10,PC,Prints,Various artists,Various artists,Twelve Prints by Contemporary American Artists,-1919,1919,"See individual records. Portfolio of lithographs, etchings, drypoint, woodcuts, and wood engravings.",See individual records,Portfolio of 12 prints by Contemporary American Artists,Gift of Gertrude Vanderbilt Whitney
31.694.2,PC,Prints,Rockwell Kent,Kent Rockwell,Blue Bird,1919,1919,Wood engraving,"Sheet (Irregular): 14 7/8 x 13 3/8in. (37.8 x 34 cm)
Image: 6 1/16 x 6 1/16in. (15.4 x 15.4 cm)",,Gift of Gertrude Vanderbilt Whitney
31.694.3,PC,Prints,Kenneth Hayes Miller,Miller Kenneth Hayes,The Bather,-1919,1919,Drypoint,"Sheet (Irregular): 17 1/4 x 12 15/16in. (43.8 x 32.9 cm)
Plate: 5 15/16 x 4 7/16in. (15.1 x 11.3 cm)",,Gift of Gertrude Vanderbilt Whitney
31.694.4,PC,Prints,Jerome Myers,Myers Jerome,Springtime,-1919,1919,Drypoint,"Sheet (Irregular): 18 x 13 1/2in. (45.7 x 34.3 cm)
Plate: 7 15/16 x 5 7/8in. (20.2 x 14.9 cm)",,Gift of Gertrude Vanderbilt Whitney
31.694.5,PC,Prints,Walter Pach,Pach Walter,Brooklyn Bridge,1919,1919,Etching,"Sheet (Irregular): 17 13/16 x 13 3/8in. (45.2 x 34 cm)
Plate: 6 15/16 x 4 7/8in. (17.6 x 12.4 cm)",,Gift of Gertrude Vanderbilt Whitney
31.694.6,PC,Prints,Boardman Robinson,Robinson Boardman,"Russia, 1915",n.d.,0,Lithograph,"Sheet: 17 15/16 x 13 7/16in. (45.6 x 34.1 cm)
Image: 14 1/2 x 10 1/2in. (36.8 x 26.7 cm)",,Gift of Gertrude Vanderbilt Whitney
31.694.7,PC,Prints,Rudolph Ruzicka,Ruzicka Rudolph,"East River, Evening",-1919,1919,Woodcut,"Sheet (Irregular): 13 5/16 x 18in. (33.8 x 45.7 cm)
Image: 4 5/8 x 5 13/16in. (11.7 x 14.8 cm)",,Gift of Gertrude Vanderbilt Whitney
31.694.9,PC,Prints,Maurice Sterne,Sterne Maurice,Dancing Figure,-1919,1919,Lithograph,"Sheet: 18 3/16 x 13 1/4in. (46.2 x 33.7 cm)
Image (Irregular): 16 x 8in. (40.6 x 20.3 cm)",,Gift of Gertrude Vanderbilt Whitney
31.694.10,PC,Prints,Albert Sterner,Sterner Albert,Earth,-1919,1919,Lithograph,"Sheet (Irregular): 17 15/16 x 13 1/2in. (45.6 x 34.3 cm)
Image: 9 11/16 x 7 7/8in. (24.6 x 20 cm)",,Gift of Gertrude Vanderbilt Whitney
31.695,PC,Prints,Blendon Campbell,Campbell Blendon,Paris (Courtyard),1927,1927,Monotype,"Sheet (Irregular): 16 3/8 x 10 1/2in. (41.6 x 26.7 cm)
Image: 12 11/16 x 9 1/4in. (32.2 x 23.5 cm)",,Gift of Juliana Force
31.696,PC,Prints,Blendon Campbell,Campbell Blendon,Paris (Open Window and Table),1928,1928,Monotype,"Sheet (Irregular): 17 5/8 x 12 3/4in. (44.8 x 32.4 cm)
Image: 12 3/4 x 9 15/16in. (32.4 x 25.2 cm)",,Gift of Juliana Force
31.697,PC,Prints,Vincent Canade,Canade Vincent,Self-Portrait,-1927,1927,Lithograph,"Sheet: 17 7/16 x 12 5/8in. (44.3 x 32.1 cm)
Image: 9 x 7 1/2in. (22.9 x 19.1 cm)",,Purchase
31.698.1,PC,Prints,Glenn O. Coleman,Coleman Glenn O.,Chinatown,-1928,1928,Lithograph,"Sheet (Irregular): 16 1/16 x 22 7/8in. (40.8 x 58.1 cm)
Image: 13 1/4 x 18 3/4in. (33.7 x 47.6 cm)",,Gift of Juliana Force
31.698.1-12,PC,Prints,Glenn O. Coleman,Coleman Glenn O.,Lithographs of New York,-1928,1928,See individual records. Portfolio of eleven lithographs.,See individual records,Portfolio of 11 lithographs,Gift of Juliana Force
31.698.2,PC,Prints,Glenn O. Coleman,Coleman Glenn O.,Third Avenue,-1928,1928,Lithograph,"Sheet (Irregular): 16 1/16 x 21 11/16in. (40.8 x 55.1 cm)
Image: 13 3/8 x 17 5/8in. (34 x 44.8 cm)",,Gift of Juliana Force
31.698.3,PC,Prints,Glenn O. Coleman,Coleman Glenn O.,The Bowery,-1928,1928,Lithograph,"Sheet (Irregular): 15 7/8 x 22 15/16in. (40.3 x 58.3 cm)
Image: 12 1/8 x 17 1/4in. (30.8 x 43.8 cm)",,Gift of Juliana Force
31.698.4,PC,Prints,Glenn O. Coleman,Coleman Glenn O.,Under the Bridge,-1928,1928,Lithograph,"Sheet (Irregular): 21 11/16 x 16 1/16in. (55.1 x 40.8 cm)
Image: 17 1/8 x 13 1/4in. (43.5 x 33.7 cm)",,Gift of Juliana Force
31.698.5,PC,Prints,Glenn O. Coleman,Coleman Glenn O.,Bonfire,-1928,1928,Lithograph,"Sheet (Irregular): 15 13/16 x 22 7/8in. (40.2 x 58.1 cm)
Image: 13 5/16 x 18 5/16in. (33.8 x 46.5 cm)",,Gift of Juliana Force
31.698.6,PC,Prints,Glenn O. Coleman,Coleman Glenn O.,Coney Island,-1928,1928,Lithograph,"Sheet (Irregular): 15 7/8 x 22in. (40.3 x 55.9 cm)
Image: 12 1/8 x 17 9/16in. (30.8 x 44.6 cm)",,Gift of Juliana Force
31.698.7,PC,Prints,Glenn O. Coleman,Coleman Glenn O.,One Mile House,-1928,1928,Lithograph,"Sheet (Irregular): 15 7/8 x 20 7/8in. (40.3 x 53 cm)
Image: 13 3/16 x 16 7/8in. (33.5 x 42.9 cm)",,Gift of Juliana Force
31.698.9,PC,Prints,Glenn O. Coleman,Coleman Glenn O.,Bleecker Street,-1928,1928,Lithograph,"Sheet (Irregular): 20 15/16 x 16 1/16in. (53.2 x 40.8 cm)
Image: 16 3/16 x 13 5/16in. (41.1 x 33.8 cm)",,Gift of Juliana Force
31.698.10,PC,Prints,Glenn O. Coleman,Coleman Glenn O.,Coenties Slip,-1928,1928,Lithograph,"Sheet (Irregular): 15 7/8 x 21 1/8in. (40.3 x 53.7 cm)
Image: 13 1/4 x 16 7/8in. (33.7 x 42.9 cm)",,Gift of Juliana Force
31.698.11,PC,Prints,Glenn O. Coleman,Coleman Glenn O.,Election Night Bonfire,-1928,1928,Lithograph,"Sheet (Irregular): 16 x 21 1/8in. (40.6 x 53.7 cm)
Image: 12 1/4 x 17 1/16in. (31.1 x 43.3 cm)",,Gift of Juliana Force
31.698.12,PC,Prints,Glenn O. Coleman,Coleman Glenn O.,Hurdy-Gurdy Ballet,-1928,1928,Lithograph,"Sheet (Irregular): 16 3/16 x 20 5/16in. (41.1 x 51.6 cm)
Image: 12 3/16 x 15 13/16in. (31 x 40.2 cm)",,Gift of Juliana Force
31.699,PC,Prints,Glenn O. Coleman,Coleman Glenn O.,White Swan Inn,1930,1930,Lithograph,"Sheet: 15 7/8 x 20 1/16in. (40.3 x 51 cm)
Image: 13 1/8 x 16 3/8in. (33.3 x 41.6 cm)",,Purchase
31.7,PC,Prints,Glenn O. Coleman,Coleman Glenn O.,Still Life,1931,1931,Lithograph,"Sheet: 22 1/2 x 15 7/8in. (57.2 x 40.3 cm)
Image: 15 x 12 1/8in. (38.1 x 30.8 cm)",,Purchase
31.701.1,PC,Prints,Arthur B. Davies,Davies Arthur B.,Balance of Angle,-1920,1920,Lithograph,"Sheet (Irregular): 14 15/16 x 11in. (37.9 x 27.9 cm)
Image (Irregular): 11 1/2 x 6 3/4in. (29.2 x 17.1 cm)",,Purchase
31.701.1-9,PC,Prints,Arthur B. Davies,Davies Arthur B.,Neuf Lithographies Originales,-1920,1920,See individual records. Portfolio of nine lithographs.,See individual records,Portfolio of 9 lithographs,Purchase
31.701.2,PC,Prints,Arthur B. Davies,Davies Arthur B.,Bounteous Spring,-1920,1920,Lithograph,"Sheet: 14 15/16 x 11 1/16in. (37.9 x 28.1 cm)
Image (Irregular): 10 1/2 x 8in. (26.7 x 20.3 cm)",,Purchase
31.701.3,PC,Prints,Arthur B. Davies,Davies Arthur B.,Conversation,1920,1920,Lithograph,"Sheet: 14 7/8 x 11in. (37.8 x 27.9 cm)
Image (Irregular): 10 x 8in. (25.4 x 20.3 cm)",,Purchase
31.701.4,PC,Prints,Arthur B. Davies,Davies Arthur B.,Greek Athletes,-1920,1920,Lithograph,"Sheet: 14 7/8 x 10 15/16in. (37.8 x 27.8 cm)
Image: 10 3/8 x 8in. (26.4 x 20.3 cm)",,Purchase
31.701.5,PC,Prints,Arthur B. Davies,Davies Arthur B.,Hamadryads,-1920,1920,Lithograph,"Sheet: 11 1/16 x 14 7/8in. (28.1 x 37.8 cm)
Image (Irregular): 7 x 11 1/2in. (17.8 x 29.2 cm)",,Purchase
31.701.6,PC,Prints,Arthur B. Davies,Davies Arthur B.,Morning Quiet,-1920,1920,Lithograph,"Sheet: 14 7/8 x 11 1/8in. (37.8 x 28.3 cm)
Image (Irregular): 9 1/2 x 8 1/2in. (24.1 x 21.6 cm)",,Purchase
31.701.7,PC,Prints,Arthur B. Davies,Davies Arthur B.,Mountain Brook,-1920,1920,Lithograph,"Sheet: 11 1/16 x 14 15/16in. (28.1 x 37.9 cm)
Image (Irregular): 8 1/2 x 9 7/8in. (21.6 x 25.1 cm)",,Purchase
31.701.8,PC,Prints,Arthur B. Davies,Davies Arthur B.,Supplication,-1920,1920,Lithograph,"Sheet: 14 15/16 x 11in. (37.9 x 27.9 cm)
Image (Irregular): 12 x 5in. (30.5 x 12.7 cm)",,Purchase
31.701.9,PC,Prints,Arthur B. Davies,Davies Arthur B.,Sylvan Pass,-1920,1920,Lithograph,"Sheet: 14 15/16 x 11in. (37.9 x 27.9 cm)
Image (Irregular): 10 3/4 x 5 1/2in. (27.3 x 14 cm)",,Purchase
31.702,PC,Prints,Arthur B. Davies,Davies Arthur B.,Figures of Earth,(c. 1924),1924,Lithograph,"Sheet (Irregular): 14 15/16 x 11 1/8in. (37.9 x 28.3 cm)
Image: 12 3/4 x 7 15/16in. (32.4 x 20.2 cm)",,Purchase
31.703,PC,Prints,Arthur B. Davies,Davies Arthur B.,The Monarch,(c. 1893),1893,Lithograph,"Sheet: 13 5/16 x 17 5/8in. (33.8 x 44.8 cm)
Image: 7 7/16 x 12 1/2in. (18.9 x 31.8 cm)",,Purchase
31.704,PC,Prints,Arthur B. Davies,Davies Arthur B.,Rock Pasture,-1924,1924,Lithograph,"Sheet: 15 1/8 x 22in. (38.4 x 55.9 cm)
Image: 11 1/2 x 18 1/16in. (29.2 x 45.9 cm)",,Purchase
31.705,PC,Prints,Stuart Davis,Davis Stuart,Hotel de France,-1928,1928,Lithograph,"Sheet (Irregular): 22 x 15in. (55.9 x 38.1 cm)
Image: 13 7/8 x 10 15/16in. (35.2 x 27.8 cm)",,Gift of Juliana Force
31.706,PC,Prints,Stuart Davis,Davis Stuart,Place des Vosges,-1928,1928,Lithograph with chine-collé,"Sheet: 12 3/4 x 18 7/8in. (32.4 x 47.9 cm)
Image: 9 1/16 x 13 7/16in. (23 x 34.1 cm)",,Gift of Juliana Force
